method,n,selected_score_mean,selected_token_likelihood_mean,real_utility_mean,real_utility_ci_lo,real_utility_ci_hi,alias_rate,physical_violation_rate,decode_consistency_error,token_real_gap,high_n_regret,oracle_gap
raw_token_score,1,0.776956468817714,0.8380318174981325,0.3931202124611002,0.33876954217157734,0.4494869470433704,0.38666666666666666,0.4666666666666667,0.4499131330228577,0.3838362563566138,0.0,0.0
raw_token_score,2,0.9701861865057585,1.0628087543939408,0.2880043286975143,0.23290607374323902,0.33691308854517876,0.6266666666666667,0.6333333333333333,0.49734431345844266,0.6821818578082441,0.2910580725110436,0.2910580725110436
raw_token_score,4,1.1096798008076454,1.2232937414085638,0.1443293398232982,0.11289873453960382,0.18567808482114223,0.8533333333333334,0.8533333333333334,0.5634703763621128,0.9653504609843472,0.5922771667629569,0.5922771667629569
raw_token_score,8,1.1899055621338652,1.3110463711309512,0.06419323829038269,0.04511746778159797,0.08329731972452305,0.98,0.98,0.6009830630344519,1.1257123238434825,0.7689877197243133,0.7689877197243133
raw_token_score,16,1.2234675521609184,1.3435062705812588,0.059649523236885854,0.04812292861418152,0.07262715749461963,1.0,1.0,0.6100439978086506,1.1638180289240325,0.8397270013113806,0.8397270013113806
raw_token_score,32,1.2492825232294527,1.3699609999037128,0.06052717807068815,0.048839474470746234,0.07587249454705479,1.0,1.0,0.6046843429717031,1.1887553451587645,0.8716367490924771,0.8716367490924771
raw_token_score,64,1.2705791151203043,1.386453645170457,0.05563485232655701,0.04317961150830011,0.06647311011351868,1.0,1.0,0.612900874143594,1.2149442627937472,0.9012469688125624,0.9012469688125624
codebook_uncertainty,1,0.3649232535768175,0.8380318174981325,0.3931202124611002,0.33876954217157734,0.4494869470433704,0.38666666666666666,0.4666666666666667,0.4499131330228577,-0.028196958884282697,0.0,0.0
codebook_uncertainty,2,0.5627431152193219,1.0623085223950868,0.2873962527467411,0.2304516603235711,0.3365076747243044,0.6266666666666667,0.6333333333333333,0.49389209678672596,0.2753468624725808,0.2916661484618168,0.2916661484618168
codebook_uncertainty,4,0.6914213479460595,1.213884650759593,0.15165434595572364,0.11900260289248354,0.19220204205405786,0.8533333333333334,0.8533333333333334,0.5523140733977827,0.5397670019903358,0.5849521606305315,0.5849521606305315
codebook_uncertainty,8,0.7756007115990722,1.2993273411168673,0.0706022525815732,0.05166361353962325,0.0885823819748305,0.98,0.98,0.5853195731150777,0.704998459017499,0.7625787054331229,0.7625787054331229
codebook_uncertainty,16,0.8184008253353282,1.3256808133220739,0.06737684524931528,0.05310495188612587,0.08145572593730926,0.9933333333333333,0.9933333333333333,0.5767325983006604,0.7510239800860129,0.8319996792989511,0.8319996792989511
codebook_uncertainty,32,0.860947160314848,1.3409457962524731,0.06180665507948123,0.0487825098421409,0.07594854760052284,1.0,1.0,0.5605439907570151,0.7991405052353667,0.8703572720836841,0.8703572720836841
codebook_uncertainty,64,0.8922284653254178,1.35776000790441,0.06378293899578247,0.05224732349876763,0.07808900375627775,1.0,1.0,0.5560957195076108,0.8284455263296353,0.8930988821433369,0.8930988821433369
decode_consistency,1,0.03261110264118605,0.8380318174981325,0.3931202124611002,0.33876954217157734,0.4494869470433704,0.38666666666666666,0.4666666666666667,0.4499131330228577,-0.36050910981991413,0.0,0.0
decode_consistency,2,0.2195922740224457,0.8195425369814447,0.5094537027042816,0.4629713282868557,0.5544618515844265,0.26,0.26,0.3809905652662165,-0.2898614286818359,0.06960869850427631,0.06960869850427631
decode_consistency,4,0.3140281383545955,0.7583800263146583,0.6005084840756393,0.5652650607583033,0.6366347761444465,0.11333333333333333,0.11333333333333333,0.32998017869683444,-0.2864803457210438,0.13609802251061587,0.13609802251061587
decode_consistency,8,0.38584743609918454,0.725909480525616,0.6389684367686217,0.6166216369892507,0.6616345355349202,0.02,0.02,0.28639876165226863,-0.25312100066943716,0.19421252124607435,0.19421252124607435
decode_consistency,16,0.44209968765965596,0.752818134444726,0.6444715430615505,0.6270905455655532,0.6608898665558108,0.006666666666666667,0.006666666666666667,0.27485693561433744,-0.20237185540189456,0.2549049814867159,0.2549049814867159
decode_consistency,32,0.47966601182393787,0.7813537060366887,0.6236079488339373,0.6118066356244884,0.6379220607040436,0.0,0.0,0.26875243023529577,-0.14394193700999947,0.308555978329228,0.308555978329228
decode_consistency,64,0.5149956393042963,0.8032188350641463,0.6246335642492312,0.6108480922534231,0.6364043791069227,0.0,0.0,0.25381643299537016,-0.10963792494493496,0.3322482568898881,0.3322482568898881
physical_filter,1,-0.1991641272803752,0.8380318174981325,0.3931202124611002,0.33876954217157734,0.4494869470433704,0.38666666666666666,0.4666666666666667,0.4499131330228577,-0.5922843397414754,0.0,0.0
physical_filter,2,0.29270501133763527,0.7648759663360263,0.5363562126009812,0.49053295096756816,0.5811940186413194,0.18666666666666668,0.18666666666666668,0.37672923413375725,-0.24365120126334594,0.04270618860757669,0.04270618860757669
physical_filter,4,0.5457234050838382,0.7162301779079472,0.6257375503824207,0.5968937690505692,0.6498218271188644,0.04,0.04,0.33051842010894955,-0.08001414529858253,0.11086895620383441,0.11086895620383441
physical_filter,8,0.6531927762643837,0.7304611860704198,0.627517052007933,0.6095891565666417,0.6426777453301603,0.0,0.0,0.3075050393521279,0.025675724256450705,0.2056639060067631,0.2056639060067631
physical_filter,16,0.694320711956633,0.7756181215383583,0.6199235024273586,0.6046334348023372,0.6351750872085352,0.0,0.0,0.3025109419780661,0.07439720952927442,0.27945302212090783,0.27945302212090783
